assetId,ticker,name,assetClass,region,sourceSymbol,provider,listingExchange,listingCurrency,exposureCurrency,returnCurrency,fxTreatment,isCurrencyHedged,isin,domicile,category,distributionPolicy,replicationMethod,inceptionDate,aum,terAnnual,terAsOf,terSource,proxyAssetId,proxySpliceDate,proxyMethod,proxyRationale
SHY,SHY,iShares 1-3 Year Treasury Bond ETF,bond,us,SHY,yahoo-finance-chart-api,NasdaqGM,USD,USD,USD,unhedged,False,,,,,,2002-07-30,25311,,,,,,,
SIVR,SIVR,abrdn Physical Silver Shares ETF,commodity,us,SIVR,yahoo-finance-chart-api,NYSEArca,USD,USD,USD,unhedged,False,,,,,,2009-07-24,,,,,,,,
SIZE,SIZE,iShares MSCI USA Size Factor ETF,equity,us,SIZE,yahoo-finance-chart-api,NYSEArca,USD,USD,USD,unhedged,False,,,,,,2013-04-18,,,,,,,,
SLV,SLV,iShares Silver Trust,commodity,us,SLV,yahoo-finance-chart-api,NYSEArca,USD,USD,USD,unhedged,False,,,,,,2006-04-28,27900,,,,,,,
SLYG,SLYG,State Street SPDR S&P 600 Small Cap Growth ETF,equity,us,SLYG,yahoo-finance-chart-api,NYSEArca,USD,USD,USD,unhedged,False,,,,,,2000-10-02,5179,,,,,,,
SPY,SPY,State Street SPDR S&P 500 ETF Trust,equity,us,SPY,yahoo-finance-chart-api,NYSEArca,USD,USD,USD,unhedged,False,,,,,,1993-01-29,,,,,,,,
TAIL,TAIL,Cambria Tail Risk ETF,equity,us,TAIL,yahoo-finance-chart-api,Cboe US,USD,USD,USD,unhedged,False,,,,,,2017-04-06,,,,,,,,
THD,THD,iShares MSCI Thailand ETF,equity,us,THD,yahoo-finance-chart-api,NYSEArca,USD,USD,USD,unhedged,False,,,,,,2008-04-01,,,,,,,,
TIP,TIP,iShares TIPS Bond ETF,bond,us,TIP,yahoo-finance-chart-api,NYSEArca,USD,USD,USD,unhedged,False,,,,,,2003-12-05,14510,,,,,,,
TLH,TLH,iShares 10-20 Year Treasury Bond ETF,bond,us,TLH,yahoo-finance-chart-api,NYSEArca,USD,USD,USD,unhedged,False,,,,,,2007-01-11,11172,,,,,,,
TLT,TLT,iShares 20+ Year Treasury Bond ETF,bond,us,TLT,yahoo-finance-chart-api,NasdaqGM,USD,USD,USD,unhedged,False,,,,,,2002-07-30,41720,,,,,,,
TSLA,TSLA,"Tesla, Inc.",equity,us,TSLA,yahoo-finance-chart-api,NasdaqGS,USD,USD,USD,unhedged,False,,,,,,2010-06-29,,,,,,,,
TUR,TUR,iShares MSCI Turkey ETF,equity,us,TUR,yahoo-finance-chart-api,NasdaqGM,USD,USD,USD,unhedged,False,,,,,,2008-03-28,,,,,,,,
URNM,URNM,Sprott Uranium Miners ETF,equity,us,URNM,yahoo-finance-chart-api,NYSEArca,USD,USD,USD,unhedged,False,,,,,,2019-12-04,,,,,,,,
USMV,USMV,iShares MSCI USA Min Vol Factor ETF,equity,us,USMV,yahoo-finance-chart-api,Cboe US,USD,USD,USD,unhedged,False,,,,,,2011-10-20,23000,,,,,,,
UTHY,UTHY,F/m US Treasury 30 Year Bond ETF,bond,us,UTHY,yahoo-finance-chart-api,NasdaqGM,USD,USD,USD,unhedged,False,,,,,,2023-03-28,,,,,,,,
VB,VB,Vanguard Morningstar Small-Cap ETF,equity,us,VB,yahoo-finance-chart-api,NYSEArca,USD,USD,USD,unhedged,False,,,,,,2004-01-30,82160,,,,,,,
VBMFX,VBMFX,Vanguard Total Bond Market Index Fund,bond,us,VBMFX,yahoo-finance-chart-api,Nasdaq,USD,USD,USD,unhedged,False,,,,,,1986-12-11,,,,,,,,
VBR,VBR,Vanguard Morningstar Small-Cap Value ETF,equity,us,VBR,yahoo-finance-chart-api,NYSEArca,USD,USD,USD,unhedged,False,,,,,,2004-01-30,489000,,,,,,,
VCIT,VCIT,Vanguard Intermediate-Term Corporate Bond Index Fund ETF Shares,bond,us,VCIT,yahoo-finance-chart-api,NasdaqGM,USD,USD,USD,unhedged,False,,,,,,2009-11-23,66964,,,,,,,
VCLT,VCLT,Vanguard Long-Term Corporate Bond Index Fund ETF Shares,bond,us,VCLT,yahoo-finance-chart-api,NasdaqGM,USD,USD,USD,unhedged,False,,,,,,2009-11-23,,,,,,,,
VCSH,VCSH,Vanguard Short-Term Corporate Bond Index Fund ETF Shares,bond,us,VCSH,yahoo-finance-chart-api,NasdaqGM,USD,USD,USD,unhedged,False,,,,,,2009-11-23,,,,,,,,
VEA,VEA,Vanguard FTSE Developed Markets Index Fund ETF Shares,equity,international,VEA,yahoo-finance-chart-api,NYSEArca,USD,USD,USD,unhedged,False,,,,,,2007-07-26,227250,,,,,,,
VEIEX,VEIEX,Vanguard Emerging Markets Stock Index Fund,equity,emerging-markets,VEIEX,yahoo-finance-chart-api,Nasdaq,USD,USD,USD,unhedged,False,,,,,,1994-05-04,,,,,,,,
VEU,VEU,Vanguard FTSE All-World ex-US Index Fund ETF Shares,equity,international,VEU,yahoo-finance-chart-api,NYSEArca,USD,USD,USD,unhedged,False,,,,,,2007-03-08,185570,,,,,,,
VFINX,VFINX,Vanguard 500 Index Fund,equity,us,VFINX,yahoo-finance-chart-api,Nasdaq,USD,USD,USD,unhedged,False,,,,,,1980-01-02,,,,,,,,
VGIT,VGIT,Vanguard Intermediate-Term Treasury Index Fund ETF Shares,bond,us,VGIT,yahoo-finance-chart-api,NasdaqGM,USD,USD,USD,unhedged,False,,,,,,2009-11-23,41860,,,,,,,
VGK,VGK,Vanguard FTSE Europe ETF,equity,international,VGK,yahoo-finance-chart-api,NYSEArca,USD,USD,USD,unhedged,False,,,,,,2005-03-10,36370,,,,,,,
VGLT,VGLT,Vanguard Long-Term Treasury Index Fund ETF Shares,bond,us,VGLT,yahoo-finance-chart-api,NasdaqGM,USD,USD,USD,unhedged,False,,,,,,2010-01-04,10300,,,,,,,
VGSH,VGSH,Vanguard Short-Term Treasury Index Fund ETF Shares,bond,us,VGSH,yahoo-finance-chart-api,NasdaqGM,USD,USD,USD,unhedged,False,,,,,,2009-11-23,29403,,,,,,,
VGSIX,VGSIX,Vanguard Real Estate Index Investor,real-estate,us,VGSIX,yahoo-finance-chart-api,Nasdaq,USD,USD,USD,unhedged,False,,,,,,1996-05-13,,,,,,,,
VGT,VGT,Vanguard Information Technology Index Fund ETF Shares,equity,us,VGT,yahoo-finance-chart-api,NYSEArca,USD,USD,USD,unhedged,False,,,,,,2004-01-30,81100,,,,,,,
VGTSX,VGTSX,Vanguard Total Intl Stock Index Inv,equity,us,VGTSX,yahoo-finance-chart-api,Nasdaq,USD,USD,USD,unhedged,False,,,,,,1996-04-29,,,,,,,,
VIG,VIG,Vanguard Dividend Appreciation Index Fund ETF Shares,equity,us,VIG,yahoo-finance-chart-api,NYSEArca,USD,USD,USD,unhedged,False,,,,,,2006-05-02,,,,,,,,
VLUE,VLUE,iShares MSCI USA Value Factor ETF,equity,us,VLUE,yahoo-finance-chart-api,Cboe US,USD,USD,USD,unhedged,False,,,,,,2013-04-18,,,,,,,,
VMBS,VMBS,Vanguard Mortgage-Backed Securities Index Fund ETF Shares,bond,us,VMBS,yahoo-finance-chart-api,NasdaqGM,USD,USD,USD,unhedged,False,,,,,,2009-11-23,15530,,,,,,,
VNQ,VNQ,Vanguard Real Estate Index Fund ETF Shares,real-estate,us,VNQ,yahoo-finance-chart-api,NYSEArca,USD,USD,USD,unhedged,False,,,,,,2004-09-29,9436,,,,VGSIX,2004-09-29,asset-class-proxy,VGSIX (Vanguard REIT Index Fund) extends VNQ's history back to 1996-05-13; return series match exactly (correlation 1.0000) over the overlapping period.
VNQI,VNQI,Vanguard Global ex-U.S. Real Estate Index Fund ETF Shares,real-estate,global,VNQI,yahoo-finance-chart-api,NasdaqGM,USD,USD,USD,unhedged,False,,,,,,2010-11-01,3711,,,,CSRSX,2010-11-01,asset-class-proxy,CSRSX (Cohen & Steers Realty Shares) extends VNQI's history back to 1991-07-01; return series match exactly (correlation 1.0000) over the overlapping period. Note this proxy is a US REIT fund standing in for an international-REIT ETF's pre-inception years -- an imperfect asset-class match flagged here for a future research pass.
VOO,VOO,Vanguard S&P 500 ETF,equity,us,VOO,yahoo-finance-chart-api,NYSEArca,USD,USD,USD,unhedged,False,,,,,,2010-09-09,981122,,,,,,,
VPL,VPL,Vanguard FTSE Pacific Index Fund ETF Shares,equity,us,VPL,yahoo-finance-chart-api,NYSEArca,USD,USD,USD,unhedged,False,,,,,,2005-03-10,36850,,,,,,,
VT,VT,Vanguard Total World Stock Index Fund ETF Shares,equity,global,VT,yahoo-finance-chart-api,NYSEArca,USD,USD,USD,unhedged,False,,,,,,2008-06-26,90000,,,,,,,
VTEB,VTEB,Vanguard Tax-Exempt Bond Index Fund ETF Shares,bond,us,VTEB,yahoo-finance-chart-api,NYSEArca,USD,USD,USD,unhedged,False,,,,,,2015-08-25,,,,,,,,
VTI,VTI,Vanguard Morningstar Total Stock Market ETF,equity,us,VTI,yahoo-finance-chart-api,NYSEArca,USD,USD,USD,unhedged,False,,,,,,2001-06-15,662274,,,,,,,
VTSMX,VTSMX,Vanguard Morn Total Stk Mkt Idx Investor,equity,us,VTSMX,yahoo-finance-chart-api,Nasdaq,USD,USD,USD,unhedged,False,,,,,,1992-04-27,,,,,,,,
VTV,VTV,Vanguard Morningstar Value ETF,equity,us,VTV,yahoo-finance-chart-api,NYSEArca,USD,USD,USD,unhedged,False,,,,,,2004-01-30,185573,,,,,,,
VTWO,VTWO,Vanguard Russell 2000 Index Fund ETF Shares,equity,us,VTWO,yahoo-finance-chart-api,NasdaqGM,USD,USD,USD,unhedged,False,,,,,,2010-09-22,17850,,,,,,,
VUG,VUG,Vanguard Morningstar Growth ETF,equity,us,VUG,yahoo-finance-chart-api,NYSEArca,USD,USD,USD,unhedged,False,,,,,,2004-01-30,222953,,,,,,,
VWEHX,VWEHX,Vanguard High-Yield Corporate Inv,bond,us,VWEHX,yahoo-finance-chart-api,Nasdaq,USD,USD,USD,unhedged,False,,,,,,1980-01-02,,,,,,,,
VWO,VWO,Vanguard Emerging Markets Stock Index Fund,equity,emerging-markets,VWO,yahoo-finance-chart-api,NYSEArca,USD,USD,USD,unhedged,False,,,,,,2005-03-10,,,,,,,,
VWOB,VWOB,Vanguard Emerging Markets Government Bond Index Fund,bond,emerging-markets,VWOB,yahoo-finance-chart-api,NasdaqGM,USD,USD,USD,unhedged,False,,,,,,2013-06-04,6300,,,,,,,
VWRA.L,VWRA.L,Vanguard FTSE All-World UCITS ETF,equity,global,VWRA.L,yahoo-finance-chart-api,LSE,USD,USD,USD,unhedged,False,,,,,,2019-07-23,,,,,,,,
VXUS,VXUS,Vanguard Total International Stock Index Fund ETF Shares,equity,international,VXUS,yahoo-finance-chart-api,NasdaqGM,USD,USD,USD,unhedged,False,,,,,,2011-01-28,143500,,,,,,,
VYM,VYM,Vanguard High Dividend Yield ET,equity,us,VYM,yahoo-finance-chart-api,NYSEArca,USD,USD,USD,unhedged,False,,,,,,2006-11-16,,,,,,,,
WTMF,WTMF,WisdomTree Managed Futures Strategy Fund,alternative,us,WTMF,yahoo-finance-chart-api,NYSEArca,USD,USD,USD,unhedged,False,,,,,,2011-01-05,,,,,,,,
XLRE,XLRE,State Street Real Estate Select Sector SPDR ETF,real-estate,us,XLRE,yahoo-finance-chart-api,NYSEArca,USD,USD,USD,unhedged,False,,,,,,2015-10-08,,,,,,,,
